,Start_Time,Start_Label,End_Time,End_Label
2473,18:18 hours,MILITARY_TIME_START,05:18 hours,MILITARY_TIME_END
2474,eighteen hundred eighteen,MILITARY_TIME_START,five hundred eighteen,MILITARY_TIME_END
2475,eighteen hundred one eight,MILITARY_TIME_START,five hundred one eight,MILITARY_TIME_END
2476,19:18,MILITARY_TIME_START,04:18,MILITARY_TIME_END
2477,19:18 hours,MILITARY_TIME_START,04:18 hours,MILITARY_TIME_END
2478,nineteen hundred eighteen,MILITARY_TIME_START,four hundred eighteen,MILITARY_TIME_END
2479,nineteen hundred one eight,MILITARY_TIME_START,four hundred one eight,MILITARY_TIME_END
2480,20:18,MILITARY_TIME_START,03:18,MILITARY_TIME_END
2481,20:18 hours,MILITARY_TIME_START,03:18 hours,MILITARY_TIME_END
2482,twenty hundred eighteen,MILITARY_TIME_START,three hundred eighteen,MILITARY_TIME_END
2483,twenty hundred one eight,MILITARY_TIME_START,three hundred one eight,MILITARY_TIME_END
2484,21:18,MILITARY_TIME_START,02:18,MILITARY_TIME_END
2485,21:18 hours,MILITARY_TIME_START,02:18 hours,MILITARY_TIME_END
2486,twenty-one hundred eighteen,MILITARY_TIME_START,two hundred eighteen,MILITARY_TIME_END
2487,twenty-one hundred one eight,MILITARY_TIME_START,two hundred one eight,MILITARY_TIME_END
2488,22:18,MILITARY_TIME_START,01:18,MILITARY_TIME_END
2489,22:18 hours,MILITARY_TIME_START,01:18 hours,MILITARY_TIME_END
2490,twenty-two hundred eighteen,MILITARY_TIME_START,one hundred eighteen,MILITARY_TIME_END
2491,twenty-two hundred one eight,MILITARY_TIME_START,one hundred one eight,MILITARY_TIME_END
2492,23:18,MILITARY_TIME_START,00:18,MILITARY_TIME_END
2493,23:18 hours,MILITARY_TIME_START,00:18 hours,MILITARY_TIME_END
2494,twenty-three hundred eighteen,MILITARY_TIME_START,twenty-four hundred eighteen,MILITARY_TIME_END
2495,twenty-three hundred one eight,MILITARY_TIME_START,twenty-four hundred one eight,MILITARY_TIME_END
2496,01:19 am,AM_TIME_START,02:19 a.m.,AM_TIME_END
2497,one nineteen am,AM_TIME_START,two nineteen a.m.,AM_TIME_END
2498,02:19 o'clock,AM_TIME_START,3:19,AM_TIME_END
2499,two nineteen o'clock,AM_TIME_START,three nineteen,AM_TIME_END
2500,3:19 AM,AM_TIME_START,04:19 A.M.,AM_TIME_END
2501,three nineteen AM,AM_TIME_START,four nineteen A.M.,AM_TIME_END
2502,04:19 o'clock,AM_TIME_START,5:19 A.M.,AM_TIME_END
2503,four nineteen o'clock,AM_TIME_START,five nineteen A.M.,AM_TIME_END
2504,5:19 am,AM_TIME_START,06:19 A.M.,AM_TIME_END
2505,five nineteen am,AM_TIME_START,six nineteen A.M.,AM_TIME_END
2506,06:19 a.m.,AM_TIME_START,7:19 am,AM_TIME_END
2507,six nineteen a.m.,AM_TIME_START,seven nineteen am,AM_TIME_END
2508,07:19,AM_TIME_START,8:19 am,AM_TIME_END
2509,seven nineteen,AM_TIME_START,eight nineteen am,AM_TIME_END
2510,8:19 a.m.,AM_TIME_START,9:19 am,AM_TIME_END
2511,eight nineteen a.m.,AM_TIME_START,nine nineteen am,AM_TIME_END
2512,09:19 a.m.,AM_TIME_START,10:19 am,AM_TIME_END
2513,nine nineteen a.m.,AM_TIME_START,ten nineteen am,AM_TIME_END
2514,10:19 am,AM_TIME_START,11:19 a.m.,AM_TIME_END
2515,ten nineteen am,AM_TIME_START,eleven nineteen a.m.,AM_TIME_END
2516,11:19 am,AM_TIME_START,12:19 p.m.,PM_TIME_END
2517,eleven nineteen am,AM_TIME_START,twelve nineteen at night,PM_TIME_END
2518,12:19,AM_TIME_START,01:19 a.m.,AM_TIME_END
2519,twelve nineteen,AM_TIME_START,one nineteen a.m.,AM_TIME_END
2520,12:19None,PM_TIME_START,01:19,PM_TIME_END
2521,twelve nineteenNone,PM_TIME_START,one nineteen,PM_TIME_END
2522,11:19,PM_TIME_START,12:19 am,AM_TIME_END
2523,eleven nineteen,PM_TIME_START,twelve nineteen am,AM_TIME_END
2524,10:19 p.m.,PM_TIME_START,11:19 PM,PM_TIME_END
2525,ten nineteen p.m.,PM_TIME_START,eleven nineteen PM,PM_TIME_END
2526,9:19 at night,PM_TIME_START,10:19 pm,PM_TIME_END
2527,nine nineteen at night,PM_TIME_START,ten nineteen pm,PM_TIME_END
2528,08:19,PM_TIME_START,09:19,PM_TIME_END
2529,eight nineteen,PM_TIME_START,nine nineteen,PM_TIME_END
2530,07:19 p.m.,PM_TIME_START,08:19 p.m.,PM_TIME_END
2531,seven nineteen p.m.,PM_TIME_START,eight nineteen p.m.,PM_TIME_END
2532,6:19 in the evening,PM_TIME_START,7:19 p.m.,PM_TIME_END
2533,six nineteen in the evening,PM_TIME_START,seven nineteen p.m.,PM_TIME_END
2534,05:19 PM,PM_TIME_START,06:19 in the evening,PM_TIME_END
2535,five nineteen PM,PM_TIME_START,six nineteen in the evening,PM_TIME_END
2536,04:19,PM_TIME_START,5:19,PM_TIME_END
2537,four nineteen,PM_TIME_START,five nineteen,PM_TIME_END
2538,3:19 p.m.,PM_TIME_START,04:19 PM,PM_TIME_END
2539,three nineteen p.m.,PM_TIME_START,four nineteen PM,PM_TIME_END
2540,02:19 PM,PM_TIME_START,03:19 P.M.,PM_TIME_END
2541,two nineteen PM,PM_TIME_START,three nineteen P.M.,PM_TIME_END
2542,1:19 p.m.,PM_TIME_START,2:19 P.M.,PM_TIME_END
2543,one nineteen p.m.,PM_TIME_START,two nineteen P.M.,PM_TIME_END
2544,00:19,MILITARY_TIME_START,23:19,MILITARY_TIME_END
2545,00:19 hours,MILITARY_TIME_START,23:19 hours,MILITARY_TIME_END
2546,twenty-four hundred nineteen,MILITARY_TIME_START,twenty-three hundred nineteen,MILITARY_TIME_END
2547,twenty-four hundred one nine,MILITARY_TIME_START,twenty-three hundred one nine,MILITARY_TIME_END
2548,01:19,MILITARY_TIME_START,22:19,MILITARY_TIME_END
2549,01:19 hours,MILITARY_TIME_START,22:19 hours,MILITARY_TIME_END
2550,one hundred nineteen,MILITARY_TIME_START,twenty-two hundred nineteen,MILITARY_TIME_END
2551,one hundred one nine,MILITARY_TIME_START,twenty-two hundred one nine,MILITARY_TIME_END
2552,02:19,MILITARY_TIME_START,21:19,MILITARY_TIME_END
2553,02:19 hours,MILITARY_TIME_START,21:19 hours,MILITARY_TIME_END
2554,two hundred nineteen,MILITARY_TIME_START,twenty-one hundred nineteen,MILITARY_TIME_END
2555,two hundred one nine,MILITARY_TIME_START,twenty-one hundred one nine,MILITARY_TIME_END
2556,03:19,MILITARY_TIME_START,20:19,MILITARY_TIME_END
2557,03:19 hours,MILITARY_TIME_START,20:19 hours,MILITARY_TIME_END
2558,three hundred nineteen,MILITARY_TIME_START,twenty hundred nineteen,MILITARY_TIME_END
2559,three hundred one nine,MILITARY_TIME_START,twenty hundred one nine,MILITARY_TIME_END
2560,04:19,MILITARY_TIME_START,19:19,MILITARY_TIME_END
2561,04:19 hours,MILITARY_TIME_START,19:19 hours,MILITARY_TIME_END
2562,four hundred nineteen,MILITARY_TIME_START,nineteen hundred nineteen,MILITARY_TIME_END
2563,four hundred one nine,MILITARY_TIME_START,nineteen hundred one nine,MILITARY_TIME_END
2564,05:19,MILITARY_TIME_START,18:19,MILITARY_TIME_END
2565,05:19 hours,MILITARY_TIME_START,18:19 hours,MILITARY_TIME_END
2566,five hundred nineteen,MILITARY_TIME_START,eighteen hundred nineteen,MILITARY_TIME_END
2567,five hundred one nine,MILITARY_TIME_START,eighteen hundred one nine,MILITARY_TIME_END
2568,06:19,MILITARY_TIME_START,17:19,MILITARY_TIME_END
2569,06:19 hours,MILITARY_TIME_START,17:19 hours,MILITARY_TIME_END
2570,six hundred nineteen,MILITARY_TIME_START,seventeen hundred nineteen,MILITARY_TIME_END
2571,six hundred one nine,MILITARY_TIME_START,seventeen hundred one nine,MILITARY_TIME_END
2572,07:19,MILITARY_TIME_START,16:19,MILITARY_TIME_END
2573,07:19 hours,MILITARY_TIME_START,16:19 hours,MILITARY_TIME_END
2574,seven hundred nineteen,MILITARY_TIME_START,sixteen hundred nineteen,MILITARY_TIME_END
2575,seven hundred one nine,MILITARY_TIME_START,sixteen hundred one nine,MILITARY_TIME_END
2576,08:19,MILITARY_TIME_START,15:19,MILITARY_TIME_END
2577,08:19 hours,MILITARY_TIME_START,15:19 hours,MILITARY_TIME_END
2578,eight hundred nineteen,MILITARY_TIME_START,fifteen hundred nineteen,MILITARY_TIME_END
2579,eight hundred one nine,MILITARY_TIME_START,fifteen hundred one nine,MILITARY_TIME_END
2580,09:19,MILITARY_TIME_START,14:19,MILITARY_TIME_END
2581,09:19 hours,MILITARY_TIME_START,14:19 hours,MILITARY_TIME_END
2582,nine hundred nineteen,MILITARY_TIME_START,fourteen hundred nineteen,MILITARY_TIME_END
2583,nine hundred one nine,MILITARY_TIME_START,fourteen hundred one nine,MILITARY_TIME_END
2584,10:19,MILITARY_TIME_START,13:19,MILITARY_TIME_END
2585,10:19 hours,MILITARY_TIME_START,13:19 hours,MILITARY_TIME_END
2586,ten hundred nineteen,MILITARY_TIME_START,thirteen hundred nineteen,MILITARY_TIME_END
2587,ten hundred one nine,MILITARY_TIME_START,thirteen hundred one nine,MILITARY_TIME_END
2588,11:19,MILITARY_TIME_START,12:19,MILITARY_TIME_END
2589,11:19 hours,MILITARY_TIME_START,12:19 hours,MILITARY_TIME_END
2590,eleven hundred nineteen,MILITARY_TIME_START,twelve hundred nineteen,MILITARY_TIME_END
2591,eleven hundred one nine,MILITARY_TIME_START,twelve hundred one nine,MILITARY_TIME_END
2592,12:19,MILITARY_TIME_START,11:19,MILITARY_TIME_END
2593,12:19 hours,MILITARY_TIME_START,11:19 hours,MILITARY_TIME_END
2594,twelve hundred nineteen,MILITARY_TIME_START,eleven hundred nineteen,MILITARY_TIME_END
2595,twelve hundred one nine,MILITARY_TIME_START,eleven hundred one nine,MILITARY_TIME_END
2596,13:19,MILITARY_TIME_START,10:19,MILITARY_TIME_END
2597,13:19 hours,MILITARY_TIME_START,10:19 hours,MILITARY_TIME_END
2598,thirteen hundred nineteen,MILITARY_TIME_START,ten hundred nineteen,MILITARY_TIME_END
2599,thirteen hundred one nine,MILITARY_TIME_START,ten hundred one nine,MILITARY_TIME_END
2600,14:19,MILITARY_TIME_START,09:19,MILITARY_TIME_END
2601,14:19 hours,MILITARY_TIME_START,09:19 hours,MILITARY_TIME_END
2602,fourteen hundred nineteen,MILITARY_TIME_START,nine hundred nineteen,MILITARY_TIME_END
2603,fourteen hundred one nine,MILITARY_TIME_START,nine hundred one nine,MILITARY_TIME_END
2604,15:19,MILITARY_TIME_START,08:19,MILITARY_TIME_END
2605,15:19 hours,MILITARY_TIME_START,08:19 hours,MILITARY_TIME_END
2606,fifteen hundred nineteen,MILITARY_TIME_START,eight hundred nineteen,MILITARY_TIME_END
2607,fifteen hundred one nine,MILITARY_TIME_START,eight hundred one nine,MILITARY_TIME_END
2608,16:19,MILITARY_TIME_START,07:19,MILITARY_TIME_END
2609,16:19 hours,MILITARY_TIME_START,07:19 hours,MILITARY_TIME_END
2610,sixteen hundred nineteen,MILITARY_TIME_START,seven hundred nineteen,MILITARY_TIME_END
2611,sixteen hundred one nine,MILITARY_TIME_START,seven hundred one nine,MILITARY_TIME_END
2612,17:19,MILITARY_TIME_START,06:19,MILITARY_TIME_END
2613,17:19 hours,MILITARY_TIME_START,06:19 hours,MILITARY_TIME_END
2614,seventeen hundred nineteen,MILITARY_TIME_START,six hundred nineteen,MILITARY_TIME_END
2615,seventeen hundred one nine,MILITARY_TIME_START,six hundred one nine,MILITARY_TIME_END
2616,18:19,MILITARY_TIME_START,05:19,MILITARY_TIME_END
2617,18:19 hours,MILITARY_TIME_START,05:19 hours,MILITARY_TIME_END
2618,eighteen hundred nineteen,MILITARY_TIME_START,five hundred nineteen,MILITARY_TIME_END
2619,eighteen hundred one nine,MILITARY_TIME_START,five hundred one nine,MILITARY_TIME_END
2620,19:19,MILITARY_TIME_START,04:19,MILITARY_TIME_END
2621,19:19 hours,MILITARY_TIME_START,04:19 hours,MILITARY_TIME_END
2622,nineteen hundred nineteen,MILITARY_TIME_START,four hundred nineteen,MILITARY_TIME_END
2623,nineteen hundred one nine,MILITARY_TIME_START,four hundred one nine,MILITARY_TIME_END
2624,20:19,MILITARY_TIME_START,03:19,MILITARY_TIME_END
2625,20:19 hours,MILITARY_TIME_START,03:19 hours,MILITARY_TIME_END
2626,twenty hundred nineteen,MILITARY_TIME_START,three hundred nineteen,MILITARY_TIME_END
2627,twenty hundred one nine,MILITARY_TIME_START,three hundred one nine,MILITARY_TIME_END
2628,21:19,MILITARY_TIME_START,02:19,MILITARY_TIME_END
2629,21:19 hours,MILITARY_TIME_START,02:19 hours,MILITARY_TIME_END
2630,twenty-one hundred nineteen,MILITARY_TIME_START,two hundred nineteen,MILITARY_TIME_END
2631,twenty-one hundred one nine,MILITARY_TIME_START,two hundred one nine,MILITARY_TIME_END
2632,22:19,MILITARY_TIME_START,01:19,MILITARY_TIME_END
2633,22:19 hours,MILITARY_TIME_START,01:19 hours,MILITARY_TIME_END
2634,twenty-two hundred nineteen,MILITARY_TIME_START,one hundred nineteen,MILITARY_TIME_END
2635,twenty-two hundred one nine,MILITARY_TIME_START,one hundred one nine,MILITARY_TIME_END
2636,23:19,MILITARY_TIME_START,00:19,MILITARY_TIME_END
2637,23:19 hours,MILITARY_TIME_START,00:19 hours,MILITARY_TIME_END
2638,twenty-three hundred nineteen,MILITARY_TIME_START,twenty-four hundred nineteen,MILITARY_TIME_END
2639,twenty-three hundred one nine,MILITARY_TIME_START,twenty-four hundred one nine,MILITARY_TIME_END
2640,01:20 am,AM_TIME_START,2:20 in the morning,AM_TIME_END
2641,one twenty am,AM_TIME_START,two twenty in the morning,AM_TIME_END
2642,2:20 am,AM_TIME_START,03:20 AM,AM_TIME_END
2643,two twenty am,AM_TIME_START,three twenty AM,AM_TIME_END
2644,3:20,AM_TIME_START,4:20 am,AM_TIME_END
2645,three twenty,AM_TIME_START,four twenty am,AM_TIME_END
2646,4:20 a.m.,AM_TIME_START,05:20 in the morning,AM_TIME_END
2647,four twenty a.m.,AM_TIME_START,five twenty in the morning,AM_TIME_END
2648,05:20 a.m.,AM_TIME_START,06:20 am,AM_TIME_END
2649,five twenty a.m.,AM_TIME_START,six twenty am,AM_TIME_END
2650,06:20 o'clock,AM_TIME_START,7:20 am,AM_TIME_END
2651,six twenty o'clock,AM_TIME_START,seven twenty am,AM_TIME_END
2652,7:20 o'clock,AM_TIME_START,8:20 A.M.,AM_TIME_END
2653,seven twenty o'clock,AM_TIME_START,eight twenty A.M.,AM_TIME_END
2654,08:20 a.m.,AM_TIME_START,9:20 in the morning,AM_TIME_END
2655,eight twenty a.m.,AM_TIME_START,nine twenty in the morning,AM_TIME_END
2656,09:20 am,AM_TIME_START,10:20 in the morning,AM_TIME_END
2657,nine twenty am,AM_TIME_START,ten twenty in the morning,AM_TIME_END
2658,10:20 AM,AM_TIME_START,11:20,AM_TIME_END
2659,ten twenty AM,AM_TIME_START,eleven twenty,AM_TIME_END
2660,11:20,AM_TIME_START,12:20 p.m.,PM_TIME_END
2661,eleven twenty,AM_TIME_START,twelve twenty P.M.,PM_TIME_END
2662,12:20,AM_TIME_START,1:20 in the morning,AM_TIME_END
2663,twelve twenty,AM_TIME_START,one twenty in the morning,AM_TIME_END
2664,12:20None,PM_TIME_START,01:20 PM,PM_TIME_END
2665,twelve twentyNone,PM_TIME_START,one twenty PM,PM_TIME_END
2666,11:20 P.M.,PM_TIME_START,12:20 in the morning,AM_TIME_END
2667,eleven twenty P.M.,PM_TIME_START,twelve twenty,AM_TIME_END
2668,10:20 P.M.,PM_TIME_START,11:20,PM_TIME_END
2669,ten twenty P.M.,PM_TIME_START,eleven twenty,PM_TIME_END
2670,09:20,PM_TIME_START,10:20 P.M.,PM_TIME_END
2671,nine twenty,PM_TIME_START,ten twenty P.M.,PM_TIME_END
2672,08:20 in the evening,PM_TIME_START,9:20 P.M.,PM_TIME_END
2673,eight twenty in the evening,PM_TIME_START,nine twenty P.M.,PM_TIME_END
2674,07:20 P.M.,PM_TIME_START,8:20 in the evening,PM_TIME_END
2675,seven twenty P.M.,PM_TIME_START,eight twenty in the evening,PM_TIME_END
2676,6:20 p.m.,PM_TIME_START,07:20 p.m.,PM_TIME_END
2677,six twenty p.m.,PM_TIME_START,seven twenty p.m.,PM_TIME_END
2678,05:20 PM,PM_TIME_START,6:20 p.m.,PM_TIME_END
2679,five twenty PM,PM_TIME_START,six twenty p.m.,PM_TIME_END
2680,04:20 in the afternoon,PM_TIME_START,5:20 pm,PM_TIME_END
2681,four twenty in the afternoon,PM_TIME_START,five twenty pm,PM_TIME_END
2682,3:20 P.M.,PM_TIME_START,4:20 PM,PM_TIME_END
2683,three twenty P.M.,PM_TIME_START,four twenty PM,PM_TIME_END
2684,02:20 p.m.,PM_TIME_START,03:20 PM,PM_TIME_END
2685,two twenty p.m.,PM_TIME_START,three twenty PM,PM_TIME_END
2686,1:20 pm,PM_TIME_START,2:20 pm,PM_TIME_END
2687,one twenty pm,PM_TIME_START,two twenty pm,PM_TIME_END
2688,00:20,MILITARY_TIME_START,23:20,MILITARY_TIME_END
2689,00:20 hours,MILITARY_TIME_START,23:20 hours,MILITARY_TIME_END
2690,twenty-four hundred twenty,MILITARY_TIME_START,twenty-three hundred twenty,MILITARY_TIME_END
2691,twenty-four hundred two zero,MILITARY_TIME_START,twenty-three hundred two zero,MILITARY_TIME_END
2692,01:20,MILITARY_TIME_START,22:20,MILITARY_TIME_END
2693,01:20 hours,MILITARY_TIME_START,22:20 hours,MILITARY_TIME_END
2694,one hundred twenty,MILITARY_TIME_START,twenty-two hundred twenty,MILITARY_TIME_END
2695,one hundred two zero,MILITARY_TIME_START,twenty-two hundred two zero,MILITARY_TIME_END
2696,02:20,MILITARY_TIME_START,21:20,MILITARY_TIME_END
2697,02:20 hours,MILITARY_TIME_START,21:20 hours,MILITARY_TIME_END
2698,two hundred twenty,MILITARY_TIME_START,twenty-one hundred twenty,MILITARY_TIME_END
2699,two hundred two zero,MILITARY_TIME_START,twenty-one hundred two zero,MILITARY_TIME_END
2700,03:20,MILITARY_TIME_START,20:20,MILITARY_TIME_END
2701,03:20 hours,MILITARY_TIME_START,20:20 hours,MILITARY_TIME_END
2702,three hundred twenty,MILITARY_TIME_START,twenty hundred twenty,MILITARY_TIME_END
2703,three hundred two zero,MILITARY_TIME_START,twenty hundred two zero,MILITARY_TIME_END
2704,04:20,MILITARY_TIME_START,19:20,MILITARY_TIME_END
2705,04:20 hours,MILITARY_TIME_START,19:20 hours,MILITARY_TIME_END
2706,four hundred twenty,MILITARY_TIME_START,nineteen hundred twenty,MILITARY_TIME_END
2707,four hundred two zero,MILITARY_TIME_START,nineteen hundred two zero,MILITARY_TIME_END
2708,05:20,MILITARY_TIME_START,18:20,MILITARY_TIME_END
2709,05:20 hours,MILITARY_TIME_START,18:20 hours,MILITARY_TIME_END
2710,five hundred twenty,MILITARY_TIME_START,eighteen hundred twenty,MILITARY_TIME_END
2711,five hundred two zero,MILITARY_TIME_START,eighteen hundred two zero,MILITARY_TIME_END
2712,06:20,MILITARY_TIME_START,17:20,MILITARY_TIME_END
2713,06:20 hours,MILITARY_TIME_START,17:20 hours,MILITARY_TIME_END
2714,six hundred twenty,MILITARY_TIME_START,seventeen hundred twenty,MILITARY_TIME_END
2715,six hundred two zero,MILITARY_TIME_START,seventeen hundred two zero,MILITARY_TIME_END
2716,07:20,MILITARY_TIME_START,16:20,MILITARY_TIME_END
2717,07:20 hours,MILITARY_TIME_START,16:20 hours,MILITARY_TIME_END
2718,seven hundred twenty,MILITARY_TIME_START,sixteen hundred twenty,MILITARY_TIME_END
2719,seven hundred two zero,MILITARY_TIME_START,sixteen hundred two zero,MILITARY_TIME_END
2720,08:20,MILITARY_TIME_START,15:20,MILITARY_TIME_END
2721,08:20 hours,MILITARY_TIME_START,15:20 hours,MILITARY_TIME_END
2722,eight hundred twenty,MILITARY_TIME_START,fifteen hundred twenty,MILITARY_TIME_END
2723,eight hundred two zero,MILITARY_TIME_START,fifteen hundred two zero,MILITARY_TIME_END
2724,09:20,MILITARY_TIME_START,14:20,MILITARY_TIME_END
2725,09:20 hours,MILITARY_TIME_START,14:20 hours,MILITARY_TIME_END
2726,nine hundred twenty,MILITARY_TIME_START,fourteen hundred twenty,MILITARY_TIME_END
2727,nine hundred two zero,MILITARY_TIME_START,fourteen hundred two zero,MILITARY_TIME_END
2728,10:20,MILITARY_TIME_START,13:20,MILITARY_TIME_END
2729,10:20 hours,MILITARY_TIME_START,13:20 hours,MILITARY_TIME_END
2730,ten hundred twenty,MILITARY_TIME_START,thirteen hundred twenty,MILITARY_TIME_END
2731,ten hundred two zero,MILITARY_TIME_START,thirteen hundred two zero,MILITARY_TIME_END
2732,11:20,MILITARY_TIME_START,12:20,MILITARY_TIME_END
2733,11:20 hours,MILITARY_TIME_START,12:20 hours,MILITARY_TIME_END
2734,eleven hundred twenty,MILITARY_TIME_START,twelve hundred twenty,MILITARY_TIME_END
2735,eleven hundred two zero,MILITARY_TIME_START,twelve hundred two zero,MILITARY_TIME_END
2736,12:20,MILITARY_TIME_START,11:20,MILITARY_TIME_END
2737,12:20 hours,MILITARY_TIME_START,11:20 hours,MILITARY_TIME_END
2738,twelve hundred twenty,MILITARY_TIME_START,eleven hundred twenty,MILITARY_TIME_END
2739,twelve hundred two zero,MILITARY_TIME_START,eleven hundred two zero,MILITARY_TIME_END
2740,13:20,MILITARY_TIME_START,10:20,MILITARY_TIME_END
2741,13:20 hours,MILITARY_TIME_START,10:20 hours,MILITARY_TIME_END
2742,thirteen hundred twenty,MILITARY_TIME_START,ten hundred twenty,MILITARY_TIME_END
2743,thirteen hundred two zero,MILITARY_TIME_START,ten hundred two zero,MILITARY_TIME_END
2744,14:20,MILITARY_TIME_START,09:20,MILITARY_TIME_END
2745,14:20 hours,MILITARY_TIME_START,09:20 hours,MILITARY_TIME_END
2746,fourteen hundred twenty,MILITARY_TIME_START,nine hundred twenty,MILITARY_TIME_END
2747,fourteen hundred two zero,MILITARY_TIME_START,nine hundred two zero,MILITARY_TIME_END
2748,15:20,MILITARY_TIME_START,08:20,MILITARY_TIME_END
2749,15:20 hours,MILITARY_TIME_START,08:20 hours,MILITARY_TIME_END
2750,fifteen hundred twenty,MILITARY_TIME_START,eight hundred twenty,MILITARY_TIME_END
2751,fifteen hundred two zero,MILITARY_TIME_START,eight hundred two zero,MILITARY_TIME_END
2752,16:20,MILITARY_TIME_START,07:20,MILITARY_TIME_END
2753,16:20 hours,MILITARY_TIME_START,07:20 hours,MILITARY_TIME_END
2754,sixteen hundred twenty,MILITARY_TIME_START,seven hundred twenty,MILITARY_TIME_END
2755,sixteen hundred two zero,MILITARY_TIME_START,seven hundred two zero,MILITARY_TIME_END
2756,17:20,MILITARY_TIME_START,06:20,MILITARY_TIME_END
2757,17:20 hours,MILITARY_TIME_START,06:20 hours,MILITARY_TIME_END
2758,seventeen hundred twenty,MILITARY_TIME_START,six hundred twenty,MILITARY_TIME_END
2759,seventeen hundred two zero,MILITARY_TIME_START,six hundred two zero,MILITARY_TIME_END
2760,18:20,MILITARY_TIME_START,05:20,MILITARY_TIME_END
2761,18:20 hours,MILITARY_TIME_START,05:20 hours,MILITARY_TIME_END
2762,eighteen hundred twenty,MILITARY_TIME_START,five hundred twenty,MILITARY_TIME_END
2763,eighteen hundred two zero,MILITARY_TIME_START,five hundred two zero,MILITARY_TIME_END
2764,19:20,MILITARY_TIME_START,04:20,MILITARY_TIME_END
2765,19:20 hours,MILITARY_TIME_START,04:20 hours,MILITARY_TIME_END
2766,nineteen hundred twenty,MILITARY_TIME_START,four hundred twenty,MILITARY_TIME_END
2767,nineteen hundred two zero,MILITARY_TIME_START,four hundred two zero,MILITARY_TIME_END
2768,20:20,MILITARY_TIME_START,03:20,MILITARY_TIME_END
2769,20:20 hours,MILITARY_TIME_START,03:20 hours,MILITARY_TIME_END
2770,twenty hundred twenty,MILITARY_TIME_START,three hundred twenty,MILITARY_TIME_END
2771,twenty hundred two zero,MILITARY_TIME_START,three hundred two zero,MILITARY_TIME_END
2772,21:20,MILITARY_TIME_START,02:20,MILITARY_TIME_END
2773,21:20 hours,MILITARY_TIME_START,02:20 hours,MILITARY_TIME_END
2774,twenty-one hundred twenty,MILITARY_TIME_START,two hundred twenty,MILITARY_TIME_END
2775,twenty-one hundred two zero,MILITARY_TIME_START,two hundred two zero,MILITARY_TIME_END
2776,22:20,MILITARY_TIME_START,01:20,MILITARY_TIME_END
2777,22:20 hours,MILITARY_TIME_START,01:20 hours,MILITARY_TIME_END
2778,twenty-two hundred twenty,MILITARY_TIME_START,one hundred twenty,MILITARY_TIME_END
2779,twenty-two hundred two zero,MILITARY_TIME_START,one hundred two zero,MILITARY_TIME_END
2780,23:20,MILITARY_TIME_START,00:20,MILITARY_TIME_END
2781,23:20 hours,MILITARY_TIME_START,00:20 hours,MILITARY_TIME_END
2782,twenty-three hundred twenty,MILITARY_TIME_START,zero zero twenty,MILITARY_TIME_END
2783,twenty-three hundred two zero,MILITARY_TIME_START,zero zero two zero,MILITARY_TIME_END
2784,1:21 AM,AM_TIME_START,02:21 a.m.,AM_TIME_END
2785,one twenty-one AM,AM_TIME_START,two twenty-one a.m.,AM_TIME_END
2786,2:21 AM,AM_TIME_START,03:21 am,AM_TIME_END
2787,two twenty-one AM,AM_TIME_START,three twenty-one am,AM_TIME_END
2788,03:21 am,AM_TIME_START,04:21 in the morning,AM_TIME_END
2789,three twenty-one am,AM_TIME_START,four twenty-one in the morning,AM_TIME_END
2790,04:21 am,AM_TIME_START,5:21 am,AM_TIME_END
2791,four twenty-one am,AM_TIME_START,five twenty-one am,AM_TIME_END
2792,05:21 am,AM_TIME_START,06:21 AM,AM_TIME_END
2793,five twenty-one am,AM_TIME_START,six twenty-one AM,AM_TIME_END
2794,06:21 am,AM_TIME_START,7:21 in the morning,AM_TIME_END
2795,six twenty-one am,AM_TIME_START,seven twenty-one in the morning,AM_TIME_END
2796,07:21 o'clock,AM_TIME_START,08:21 in the morning,AM_TIME_END
2797,seven twenty-one o'clock,AM_TIME_START,eight twenty-one in the morning,AM_TIME_END
2798,08:21,AM_TIME_START,09:21,AM_TIME_END
2799,eight twenty-one,AM_TIME_START,nine twenty-one,AM_TIME_END
2800,09:21 a.m.,AM_TIME_START,10:21 a.m.,AM_TIME_END
2801,nine twenty-one a.m.,AM_TIME_START,ten twenty-one a.m.,AM_TIME_END
2802,10:21 o'clock,AM_TIME_START,11:21 A.M.,AM_TIME_END
2803,ten twenty-one o'clock,AM_TIME_START,eleven twenty-one A.M.,AM_TIME_END
2804,11:21 am,AM_TIME_START,12:21 PM,PM_TIME_END
2805,eleven twenty-one am,AM_TIME_START,twelve twenty-one P.M.,PM_TIME_END
2806,12:21 AM,AM_TIME_START,1:21 am,AM_TIME_END
2807,twelve twenty-one AM,AM_TIME_START,one twenty-one am,AM_TIME_END
2808,12:21None,PM_TIME_START,01:21 pm,PM_TIME_END
2809,twelve twenty-oneNone,PM_TIME_START,one twenty-one pm,PM_TIME_END
2810,11:21 P.M.,PM_TIME_START,12:21 A.M.,AM_TIME_END
2811,eleven twenty-one P.M.,PM_TIME_START,twelve twenty-one in the morning,AM_TIME_END
2812,10:21 p.m.,PM_TIME_START,11:21 pm,PM_TIME_END
2813,ten twenty-one p.m.,PM_TIME_START,eleven twenty-one pm,PM_TIME_END
2814,09:21,PM_TIME_START,10:21 PM,PM_TIME_END
2815,nine twenty-one,PM_TIME_START,ten twenty-one PM,PM_TIME_END
